NS500207:12:H04WYAFXX:4:21604:20798:5389	NS500207:12:H04WYAFXX:4:21604:20798:5389	100	25	0	0	1	25	1	25	3.96e-09	40.8
NS500207:12:H04WYAFXX:4:21404:17427:17699	NS500207:12:H04WYAFXX:4:21404:17427:17699	100	18	0	0	1	18	1	18	1.07e-06	34.3
NS500207:12:H04WYAFXX:3:11602:24840:19766	NS500207:12:H04WYAFXX:3:11602:24840:19766	100	16	0	0	1	16	1	16	1.60e-05	31.2
NS500207:12:H04WYAFXX:3:11505:24990:12808	NS500207:12:H04WYAFXX:3:11505:24990:12808	100	15	0	0	1	15	1	15	5.40e-06	32.3
NS500207:12:H04WYAFXX:1:21101:21945:8146	NS500207:12:H04WYAFXX:1:21101:21945:8146	100	17	0	0	1	17	1	17	5.09e-07	35.0
NS500207:12:H04WYAFXX:3:11612:15415:11197	NS500207:12:H04WYAFXX:3:11612:15415:11197	100	17	0	0	1	17	1	17	1.67e-05	31.2
NS500207:12:H04WYAFXX:3:11402:16135:10210	NS500207:12:H04WYAFXX:3:11402:16135:10210	100	18	0	0	1	18	1	18	2.16e-06	33.5
NS500207:12:H04WYAFXX:4:11410:13187:13268	NS500207:12:H04WYAFXX:4:11410:13187:13268	100	19	0	0	1	19	1	19	6.82e-08	37.4
NS500207:12:H04WYAFXX:1:11109:23245:5947	NS500207:12:H04WYAFXX:1:11109:23245:5947	100	16	0	0	1	16	1	16	1.97e-06	33.5
NS500207:12:H04WYAFXX:1:11109:23245:5947	NS500207:12:H04WYAFXX:4:21604:21396:3248	86.7	15	2	0	1	15	6	20	7.47e-04	26.9
NS500207:12:H04WYAFXX:3:21408:12189:14108	NS500207:12:H04WYAFXX:3:21408:12189:14108	100	16	0	0	1	16	1	16	3.97e-06	32.7
NS500207:12:H04WYAFXX:4:11403:18186:11164	NS500207:12:H04WYAFXX:4:11403:18186:11164	100	15	0	0	1	15	1	15	4.37e-05	30.0
NS500207:12:H04WYAFXX:3:11606:22728:2669	NS500207:12:H04WYAFXX:3:11606:22728:2669	100	18	0	0	1	18	1	18	9.25e-08	37.0
NS500207:12:H04WYAFXX:1:11308:3582:8326	NS500207:12:H04WYAFXX:1:11308:3582:8326	100	15	0	0	1	15	1	15	1.09e-05	31.6
NS500207:12:H04WYAFXX:1:11107:21325:10830	NS500207:12:H04WYAFXX:1:11107:21325:10830	100	21	0	0	1	21	1	21	6.17e-07	35.0
NS500207:12:H04WYAFXX:2:21109:10283:8413	NS500207:12:H04WYAFXX:2:21109:10283:8413	100	16	0	0	1	16	1	16	9.82e-07	34.3
NS500207:12:H04WYAFXX:2:11105:13916:19213	NS500207:12:H04WYAFXX:2:11105:13916:19213	100	23	0	0	1	23	1	23	2.14e-10	43.9
NS500207:12:H04WYAFXX:1:11303:9753:17501	NS500207:12:H04WYAFXX:1:11303:9753:17501	100	23	0	0	1	23	1	23	5.62e-06	32.7
NS500207:12:H04WYAFXX:3:11503:14358:19638	NS500207:12:H04WYAFXX:3:11503:14358:19638	100	23	0	0	1	23	1	23	5.60e-09	40.8
NS500207:12:H04WYAFXX:3:21606:15067:2004	NS500207:12:H04WYAFXX:3:21606:15067:2004	100	18	0	0	1	18	1	18	5.32e-07	35.0
NS500207:12:H04WYAFXX:1:11109:15406:7506	NS500207:12:H04WYAFXX:1:11109:15406:7506	100	20	0	0	1	20	1	20	1.11e-04	29.3
NS500207:12:H04WYAFXX:2:21303:22609:6435	NS500207:12:H04WYAFXX:2:21303:22609:6435	100	16	0	0	1	16	1	16	6.46e-05	29.6
NS500207:12:H04WYAFXX:1:11108:25541:1744	NS500207:12:H04WYAFXX:1:11108:25541:1744	100	15	0	0	1	15	1	15	2.48e-04	28.1
NS500207:12:H04WYAFXX:2:21310:3916:1830	NS500207:12:H04WYAFXX:2:21310:3916:1830	100	17	0	0	1	17	1	17	2.06e-06	33.5
NS500207:12:H04WYAFXX:2:21209:25004:5444	NS500207:12:H04WYAFXX:2:21209:25004:5444	100	21	0	0	1	21	1	21	1.02e-05	32.0
NS500207:12:H04WYAFXX:1:11212:13280:2420	NS500207:12:H04WYAFXX:1:11212:13280:2420	100	18	0	0	1	18	1	18	2.16e-06	33.5
NS500207:12:H04WYAFXX:3:21601:19804:8553	NS500207:12:H04WYAFXX:3:21601:19804:8553	100	18	0	0	1	18	1	18	4.34e-06	32.7
NS500207:12:H04WYAFXX:1:11301:11307:4289	NS500207:12:H04WYAFXX:1:11301:11307:4289	100	16	0	0	1	16	1	16	2.27e-05	30.8
NS500207:12:H04WYAFXX:4:11406:26619:11356	NS500207:12:H04WYAFXX:4:11406:26619:11356	100	17	0	0	1	17	1	17	1.45e-06	33.9
NS500207:12:H04WYAFXX:4:21402:9330:7420	NS500207:12:H04WYAFXX:4:21402:9330:7420	100	18	0	0	1	18	1	18	4.59e-08	37.7
NS500207:12:H04WYAFXX:3:11604:22214:12477	NS500207:12:H04WYAFXX:3:11604:22214:12477	100	17	0	0	1	17	1	17	1.02e-06	34.3
NS500207:12:H04WYAFXX:1:21302:3115:11197	NS500207:12:H04WYAFXX:1:21302:3115:11197	100	25	0	0	1	25	1	25	4.81e-10	43.1
NS500207:12:H04WYAFXX:3:21608:9805:4260	NS500207:12:H04WYAFXX:3:21608:9805:4260	100	18	0	0	1	18	1	18	2.64e-07	35.8
NS500207:12:H04WYAFXX:3:11604:22493:19173	NS500207:12:H04WYAFXX:3:11604:22493:19173	100	18	0	0	1	18	1	18	1.42e-04	28.9
NS500207:12:H04WYAFXX:1:11306:1394:8463	NS500207:12:H04WYAFXX:1:11306:1394:8463	100	17	0	0	1	17	1	17	1.67e-05	31.2
NS500207:12:H04WYAFXX:4:11502:24644:13132	NS500207:12:H04WYAFXX:4:11502:24644:13132	100	17	0	0	1	17	1	17	8.33e-06	32.0
NS500207:12:H04WYAFXX:1:11209:15612:14924	NS500207:12:H04WYAFXX:1:11209:15612:14924	100	16	0	0	1	16	1	16	4.56e-05	30.0
NS500207:12:H04WYAFXX:1:21301:2151:12232	NS500207:12:H04WYAFXX:1:21301:2151:12232	100	21	0	0	1	21	1	21	1.12e-09	42.0
NS500207:12:H04WYAFXX:2:11307:10052:7033	NS500207:12:H04WYAFXX:2:11307:10052:7033	100	16	0	0	1	16	1	16	9.82e-07	34.3
NS500207:12:H04WYAFXX:4:11411:15553:3371	NS500207:12:H04WYAFXX:4:11411:15553:3371	100	18	0	0	1	18	1	18	3.75e-07	35.4
NS500207:12:H04WYAFXX:1:21307:10777:5541	NS500207:12:H04WYAFXX:1:21307:10777:5541	100	15	0	0	1	15	1	15	1.09e-05	31.6
NS500207:12:H04WYAFXX:1:21203:26419:3820	NS500207:12:H04WYAFXX:1:21203:26419:3820	100	16	0	0	1	16	1	16	9.82e-07	34.3
NS500207:12:H04WYAFXX:1:21207:13258:14297	NS500207:12:H04WYAFXX:1:21207:13258:14297	100	15	0	0	1	15	1	15	3.09e-05	30.4
NS500207:12:H04WYAFXX:1:11206:14964:20255	NS500207:12:H04WYAFXX:1:11206:14964:20255	100	20	0	0	1	20	1	20	8.32e-07	34.7
NS500207:12:H04WYAFXX:3:21505:25290:7373	NS500207:12:H04WYAFXX:3:21505:25290:7373	100	16	0	0	1	16	1	16	1.13e-05	31.6
NS500207:12:H04WYAFXX:4:11412:20207:20077	NS500207:12:H04WYAFXX:4:11412:20207:20077	100	21	0	0	1	21	1	21	4.12e-05	30.4
NS500207:12:H04WYAFXX:2:21205:3756:12421	NS500207:12:H04WYAFXX:2:21205:3756:12421	100	15	0	0	1	15	1	15	8.76e-05	29.3
NS500207:12:H04WYAFXX:1:21203:5312:10571	NS500207:12:H04WYAFXX:1:21203:5312:10571	100	18	0	0	1	18	1	18	1.76e-05	31.2
NS500207:12:H04WYAFXX:1:11206:6308:7121	NS500207:12:H04WYAFXX:1:11206:6308:7121	100	15	0	0	1	15	1	15	1.76e-04	28.5
NS500207:12:H04WYAFXX:2:21108:6656:2644	NS500207:12:H04WYAFXX:2:21108:6656:2644	100	23	0	0	1	23	1	23	3.96e-06	33.1
NS500207:12:H04WYAFXX:1:21301:5830:13067	NS500207:12:H04WYAFXX:1:21301:5830:13067	100	27	0	0	1	27	1	27	2.19e-09	41.6
NS500207:12:H04WYAFXX:3:11508:17999:11761	NS500207:12:H04WYAFXX:3:11508:17999:11761	100	22	0	0	1	22	1	22	5.32e-06	32.7
NS500207:12:H04WYAFXX:4:11506:1861:18536	NS500207:12:H04WYAFXX:4:11506:1861:18536	100	19	0	0	1	19	1	19	5.87e-09	40.0
NS500207:12:H04WYAFXX:4:11506:1861:18536	NS500207:12:H04WYAFXX:2:21307:3727:5665	83.3	18	3	0	1	18	6	23	1.52e-04	28.9
NS500207:12:H04WYAFXX:4:11506:1861:18536	NS500207:12:H04WYAFXX:1:11201:19243:14034	85.7	14	2	0	6	19	1	14	3.05e-04	28.1
NS500207:12:H04WYAFXX:3:21508:3563:1296	NS500207:12:H04WYAFXX:3:21508:3563:1296	100	16	0	0	1	16	1	16	5.63e-06	32.3
NS500207:12:H04WYAFXX:4:11608:3197:12690	NS500207:12:H04WYAFXX:4:11608:3197:12690	100	16	0	0	1	16	1	16	6.46e-05	29.6
NS500207:12:H04WYAFXX:3:11407:15406:13122	NS500207:12:H04WYAFXX:3:11407:15406:13122	100	21	0	0	1	21	1	21	6.46e-09	40.0
NS500207:12:H04WYAFXX:4:21508:19040:3924	NS500207:12:H04WYAFXX:4:21508:19040:3924	100	17	0	0	1	17	1	17	2.37e-05	30.8
NS500207:12:H04WYAFXX:1:21301:10183:5308	NS500207:12:H04WYAFXX:1:21301:10183:5308	100	15	0	0	1	15	1	15	2.69e-06	33.1
NS500207:12:H04WYAFXX:2:11110:23916:12281	NS500207:12:H04WYAFXX:2:11110:23916:12281	100	18	0	0	1	18	1	18	3.23e-08	38.1
NS500207:12:H04WYAFXX:3:11506:3603:8381	NS500207:12:H04WYAFXX:3:11506:3603:8381	100	33	0	0	1	33	1	33	1.81e-08	39.7
NS500207:12:H04WYAFXX:1:21101:23331:4388	NS500207:12:H04WYAFXX:1:21101:23331:4388	100	16	0	0	1	16	1	16	6.46e-05	29.6
NS500207:12:H04WYAFXX:3:11402:1060:9376	NS500207:12:H04WYAFXX:3:11402:1060:9376	100	16	0	0	1	16	1	16	1.83e-04	28.5
NS500207:12:H04WYAFXX:1:21301:16172:14610	NS500207:12:H04WYAFXX:1:21301:16172:14610	100	18	0	0	1	18	1	18	2.16e-06	33.5
NS500207:12:H04WYAFXX:4:21509:11797:9890	NS500207:12:H04WYAFXX:4:21509:11797:9890	100	18	0	0	1	18	1	18	2.86e-04	28.1
NS500207:12:H04WYAFXX:4:21404:9893:20235	NS500207:12:H04WYAFXX:4:21404:9893:20235	100	16	0	0	1	16	1	16	4.56e-05	30.0
NS500207:12:H04WYAFXX:2:21106:2545:14311	NS500207:12:H04WYAFXX:2:21106:2545:14311	100	15	0	0	1	15	1	15	2.18e-05	30.8
NS500207:12:H04WYAFXX:1:11102:7097:6878	NS500207:12:H04WYAFXX:1:11102:7097:6878	100	15	0	0	1	15	1	15	3.52e-04	27.7
NS500207:12:H04WYAFXX:2:21305:9857:12381	NS500207:12:H04WYAFXX:2:21305:9857:12381	100	15	0	0	1	15	1	15	3.09e-05	30.4
NS500207:12:H04WYAFXX:2:21202:10789:8273	NS500207:12:H04WYAFXX:2:21202:10789:8273	100	16	0	0	1	16	1	16	4.56e-05	30.0
NS500207:12:H04WYAFXX:3:21407:20089:16901	NS500207:12:H04WYAFXX:3:21407:20089:16901	100	19	0	0	1	19	1	19	1.84e-05	31.2
NS500207:12:H04WYAFXX:1:21207:4333:11383	NS500207:12:H04WYAFXX:1:21207:4333:11383	100	18	0	0	1	18	1	18	3.75e-07	35.4
NS500207:12:H04WYAFXX:3:21406:21767:8165	NS500207:12:H04WYAFXX:3:21406:21767:8165	100	22	0	0	1	22	1	22	8.28e-10	42.4
NS500207:12:H04WYAFXX:2:11302:19480:14982	NS500207:12:H04WYAFXX:2:11302:19480:14982	100	18	0	0	1	18	1	18	1.00e-04	29.3
NS500207:12:H04WYAFXX:1:11109:17356:11843	NS500207:12:H04WYAFXX:1:11109:17356:11843	100	23	0	0	1	23	1	23	3.40e-07	35.8
NS500207:12:H04WYAFXX:1:11206:13897:12021	NS500207:12:H04WYAFXX:1:11206:13897:12021	100	17	0	0	1	17	1	17	1.02e-06	34.3
NS500207:12:H04WYAFXX:1:21310:26192:20186	NS500207:12:H04WYAFXX:1:21310:26192:20186	100	22	0	0	1	22	1	22	2.37e-09	41.2
NS500207:12:H04WYAFXX:4:21510:2375:7117	NS500207:12:H04WYAFXX:4:21510:2375:7117	100	18	0	0	1	18	1	18	7.09e-05	29.6
NS500207:12:H04WYAFXX:1:11204:1819:4365	NS500207:12:H04WYAFXX:1:11204:1819:4365	100	18	0	0	1	18	1	18	5.32e-07	35.0
NS500207:12:H04WYAFXX:4:21601:16509:11253	NS500207:12:H04WYAFXX:4:21601:16509:11253	100	16	0	0	1	16	1	16	1.97e-06	33.5
NS500207:12:H04WYAFXX:1:11112:16439:15918	NS500207:12:H04WYAFXX:1:11112:16439:15918	100	19	0	0	1	19	1	19	3.93e-07	35.4
NS500207:12:H04WYAFXX:2:11210:15482:14675	NS500207:12:H04WYAFXX:2:11210:15482:14675	100	17	0	0	1	17	1	17	8.85e-08	37.0
NS500207:12:H04WYAFXX:4:11405:17571:15794	NS500207:12:H04WYAFXX:4:11405:17571:15794	100	18	0	0	1	18	1	18	1.52e-06	33.9
NS500207:12:H04WYAFXX:2:21303:10517:2169	NS500207:12:H04WYAFXX:2:21303:10517:2169	100	15	0	0	1	15	1	15	1.54e-05	31.2
NS500207:12:H04WYAFXX:1:21306:10531:15069	NS500207:12:H04WYAFXX:1:21306:10531:15069	100	16	0	0	1	16	1	16	4.88e-07	35.0
NS500207:12:H04WYAFXX:2:21204:4360:10973	NS500207:12:H04WYAFXX:2:21204:4360:10973	100	16	0	0	1	16	1	16	2.60e-04	28.1
NS500207:12:H04WYAFXX:2:21204:17778:9599	NS500207:12:H04WYAFXX:2:21204:17778:9599	100	17	0	0	1	17	1	17	1.02e-06	34.3
NS500207:12:H04WYAFXX:2:11104:17655:10979	NS500207:12:H04WYAFXX:2:11104:17655:10979	100	15	0	0	1	15	1	15	1.54e-05	31.2
NS500207:12:H04WYAFXX:3:11510:9623:5733	NS500207:12:H04WYAFXX:3:11510:9623:5733	100	21	0	0	1	21	1	21	1.12e-09	42.0
NS500207:12:H04WYAFXX:1:11308:14051:2362	NS500207:12:H04WYAFXX:1:11308:14051:2362	100	18	0	0	1	18	1	18	3.53e-05	30.4
NS500207:12:H04WYAFXX:2:21101:26471:4056	NS500207:12:H04WYAFXX:2:21101:26471:4056	100	20	0	0	1	20	1	20	3.05e-09	40.8
NS500207:12:H04WYAFXX:1:21209:4893:1831	NS500207:12:H04WYAFXX:1:21209:4893:1831	100	15	0	0	1	15	1	15	8.76e-05	29.3
NS500207:12:H04WYAFXX:3:11409:20201:7571	NS500207:12:H04WYAFXX:3:11409:20201:7571	100	15	0	0	1	15	1	15	5.40e-06	32.3
NS500207:12:H04WYAFXX:3:21503:26763:17673	NS500207:12:H04WYAFXX:3:21503:26763:17673	100	15	0	0	1	15	1	15	3.81e-06	32.7
NS500207:12:H04WYAFXX:3:11607:25623:4490	NS500207:12:H04WYAFXX:3:11607:25623:4490	100	18	0	0	1	18	1	18	6.15e-06	32.3
NS500207:12:H04WYAFXX:4:11408:20121:17255	NS500207:12:H04WYAFXX:4:11408:20121:17255	100	21	0	0	1	21	1	21	9.18e-09	39.7
NS500207:12:H04WYAFXX:4:21404:7459:19398	NS500207:12:H04WYAFXX:4:21404:7459:19398	100	17	0	0	1	17	1	17	5.09e-07	35.0
NS500207:12:H04WYAFXX:3:11503:12083:3075	NS500207:12:H04WYAFXX:3:11503:12083:3075	100	18	0	0	1	18	1	18	6.15e-06	32.3
NS500207:12:H04WYAFXX:4:11409:4675:1536	NS500207:12:H04WYAFXX:4:11409:4675:1536	100	17	0	0	1	17	1	17	2.53e-07	35.8
NS500207:12:H04WYAFXX:3:21503:17414:16290	NS500207:12:H04WYAFXX:3:21503:17414:16290	100	21	0	0	1	21	1	21	1.85e-08	38.9
NS500207:12:H04WYAFXX:4:11602:22488:6774	NS500207:12:H04WYAFXX:4:11602:22488:6774	100	18	0	0	1	18	1	18	1.86e-07	36.2
NS500207:12:H04WYAFXX:4:21408:10345:3372	NS500207:12:H04WYAFXX:4:21408:10345:3372	100	18	0	0	1	18	1	18	7.55e-07	34.7
NS500207:12:H04WYAFXX:3:21412:25288:15312	NS500207:12:H04WYAFXX:3:21412:25288:15312	100	17	0	0	1	17	1	17	3.36e-05	30.4
NS500207:12:H04WYAFXX:2:11108:8097:11260	NS500207:12:H04WYAFXX:2:11108:8097:11260	100	18	0	0	1	18	1	18	4.34e-06	32.7
NS500207:12:H04WYAFXX:3:21603:10203:4651	NS500207:12:H04WYAFXX:3:21603:10203:4651	100	17	0	0	1	17	1	17	5.09e-07	35.0
NS500207:12:H04WYAFXX:3:21603:10203:4651	NS500207:12:H04WYAFXX:1:21304:26515:17869	94.1	17	1	0	1	17	1	17	1.18e-05	31.6
NS500207:12:H04WYAFXX:3:21603:10203:4651	NS500207:12:H04WYAFXX:4:11406:6695:9013	81.3	16	3	0	2	17	3	18	2.79e-04	28.1
NS500207:12:H04WYAFXX:4:21507:24412:14665	NS500207:12:H04WYAFXX:4:21507:24412:14665	100	29	0	0	1	29	1	29	6.04e-10	43.1
NS500207:12:H04WYAFXX:2:11101:2012:13081	NS500207:12:H04WYAFXX:2:11101:2012:13081	100	17	0	0	1	17	1	17	1.02e-06	34.3
NS500207:12:H04WYAFXX:3:11508:25496:12315	NS500207:12:H04WYAFXX:3:11508:25496:12315	100	16	0	0	1	16	1	16	9.14e-05	29.3
NS500207:12:H04WYAFXX:4:11406:22741:2991	NS500207:12:H04WYAFXX:4:11406:22741:2991	100	17	0	0	1	17	1	17	1.67e-05	31.2
NS500207:12:H04WYAFXX:1:11209:3566:4920	NS500207:12:H04WYAFXX:1:11209:3566:4920	100	16	0	0	1	16	1	16	4.56e-05	30.0
NS500207:12:H04WYAFXX:3:11605:24354:1474	NS500207:12:H04WYAFXX:3:11605:24354:1474	100	16	0	0	1	16	1	16	6.92e-07	34.7
NS500207:12:H04WYAFXX:2:21109:26564:10551	NS500207:12:H04WYAFXX:2:21109:26564:10551	100	24	0	0	1	24	1	24	1.70e-05	31.6
NS500207:12:H04WYAFXX:3:21606:1663:13366	NS500207:12:H04WYAFXX:3:21606:1663:13366	100	27	0	0	1	27	1	27	2.47e-06	33.9
NS500207:12:H04WYAFXX:3:21511:21892:18728	NS500207:12:H04WYAFXX:3:21511:21892:18728	100	16	0	0	1	16	1	16	1.83e-04	28.5
NS500207:12:H04WYAFXX:3:21405:22303:17883	NS500207:12:H04WYAFXX:3:21405:22303:17883	100	18	0	0	1	18	1	18	3.75e-07	35.4
NS500207:12:H04WYAFXX:3:21405:22303:17883	NS500207:12:H04WYAFXX:2:11105:14411:13331	93.8	16	1	0	3	18	2	17	3.55e-05	30.4
NS500207:12:H04WYAFXX:2:11112:16535:3587	NS500207:12:H04WYAFXX:2:11112:16535:3587	100	18	0	0	1	18	1	18	1.00e-04	29.3
NS500207:12:H04WYAFXX:1:11208:1076:9766	NS500207:12:H04WYAFXX:1:11208:1076:9766	100	20	0	0	1	20	1	20	4.13e-07	35.4
NS500207:12:H04WYAFXX:2:11304:4366:13175	NS500207:12:H04WYAFXX:2:11304:4366:13175	100	21	0	0	1	21	1	21	1.52e-07	36.6
NS500207:12:H04WYAFXX:2:11305:9226:10499	NS500207:12:H04WYAFXX:2:11305:9226:10499	100	15	0	0	1	15	1	15	2.48e-04	28.1
NS500207:12:H04WYAFXX:1:21311:9241:5268	NS500207:12:H04WYAFXX:1:21311:9241:5268	100	15	0	0	1	15	1	15	1.76e-04	28.5
NS500207:12:H04WYAFXX:4:11606:6501:1202	NS500207:12:H04WYAFXX:4:11606:6501:1202	100	18	0	0	1	18	1	18	2.64e-07	35.8
NS500207:12:H04WYAFXX:4:21608:21400:3117	NS500207:12:H04WYAFXX:4:21608:21400:3117	100	15	0	0	1	15	1	15	1.24e-04	28.9
NS500207:12:H04WYAFXX:1:21203:25877:2084	NS500207:12:H04WYAFXX:1:21203:25877:2084	100	18	0	0	1	18	1	18	1.86e-07	36.2
NS500207:12:H04WYAFXX:1:21204:18410:10586	NS500207:12:H04WYAFXX:1:21204:18410:10586	100	17	0	0	1	17	1	17	2.53e-07	35.8
NS500207:12:H04WYAFXX:3:21604:3900:20287	NS500207:12:H04WYAFXX:3:21604:3900:20287	100	18	0	0	1	18	1	18	5.32e-07	35.0
NS500207:12:H04WYAFXX:4:11408:22510:2076	NS500207:12:H04WYAFXX:4:11408:22510:2076	100	25	0	0	1	25	1	25	3.80e-07	35.8
NS500207:12:H04WYAFXX:2:11102:13219:3533	NS500207:12:H04WYAFXX:2:11102:13219:3533	100	21	0	0	1	21	1	21	2.36e-04	28.5
NS500207:12:H04WYAFXX:1:21211:9243:15229	NS500207:12:H04WYAFXX:1:21211:9243:15229	100	17	0	0	1	17	1	17	1.18e-05	31.6
NS500207:12:H04WYAFXX:3:21608:26457:4483	NS500207:12:H04WYAFXX:3:21608:26457:4483	100	20	0	0	1	20	1	20	1.24e-08	39.3
NS500207:12:H04WYAFXX:2:21312:9698:8303	NS500207:12:H04WYAFXX:2:21312:9698:8303	100	15	0	0	1	15	1	15	3.09e-05	30.4
NS500207:12:H04WYAFXX:3:21409:17453:7537	NS500207:12:H04WYAFXX:3:21409:17453:7537	100	19	0	0	1	19	1	19	6.82e-08	37.4
NS500207:12:H04WYAFXX:3:21409:17453:7537	NS500207:12:H04WYAFXX:3:11610:13831:5742	92.9	14	1	0	4	17	3	16	8.59e-04	26.9
NS500207:12:H04WYAFXX:1:11210:22828:14526	NS500207:12:H04WYAFXX:1:11210:22828:14526	100	15	0	0	1	15	1	15	2.69e-06	33.1
NS500207:12:H04WYAFXX:1:11210:22828:14526	NS500207:12:H04WYAFXX:4:11510:25902:13966	84.6	13	2	0	3	15	11	23	9.93e-04	26.6
NS500207:12:H04WYAFXX:1:11301:10648:15090	NS500207:12:H04WYAFXX:1:11301:10648:15090	100	18	0	0	1	18	1	18	5.32e-07	35.0
NS500207:12:H04WYAFXX:2:11210:4264:3521	NS500207:12:H04WYAFXX:2:11210:4264:3521	100	17	0	0	1	17	1	17	3.36e-05	30.4
NS500207:12:H04WYAFXX:2:21209:4670:2378	NS500207:12:H04WYAFXX:2:21209:4670:2378	100	17	0	0	1	17	1	17	1.02e-06	34.3
NS500207:12:H04WYAFXX:3:21605:8881:2595	NS500207:12:H04WYAFXX:3:21605:8881:2595	100	17	0	0	1	17	1	17	2.53e-07	35.8
NS500207:12:H04WYAFXX:1:21109:16410:3565	NS500207:12:H04WYAFXX:1:21109:16410:3565	100	16	0	0	1	16	1	16	1.13e-05	31.6
NS500207:12:H04WYAFXX:3:11504:14143:7501	NS500207:12:H04WYAFXX:3:11504:14143:7501	100	20	0	0	1	20	1	20	1.24e-08	39.3
NS500207:12:H04WYAFXX:3:11504:14143:7501	NS500207:12:H04WYAFXX:2:21102:9140:5660	100	19	0	0	1	19	1	19	3.56e-08	38.1
NS500207:12:H04WYAFXX:3:11504:14143:7501	NS500207:12:H04WYAFXX:1:11310:21200:16552	93.3	15	1	0	4	18	2	16	7.87e-05	29.6
NS500207:12:H04WYAFXX:3:11504:14143:7501	NS500207:12:H04WYAFXX:4:11607:23802:2108	82.4	17	3	0	1	17	1	17	2.25e-04	28.5
NS500207:12:H04WYAFXX:2:21102:9140:5660	NS500207:12:H04WYAFXX:3:11504:14143:7501	100	19	0	0	1	19	1	19	3.38e-08	38.1
NS500207:12:H04WYAFXX:2:21102:9140:5660	NS500207:12:H04WYAFXX:2:21102:9140:5660	100	19	0	0	1	19	1	19	3.38e-08	38.1
NS500207:12:H04WYAFXX:2:21102:9140:5660	NS500207:12:H04WYAFXX:1:11310:21200:16552	93.3	15	1	0	4	18	2	16	7.48e-05	29.6
NS500207:12:H04WYAFXX:2:21102:9140:5660	NS500207:12:H04WYAFXX:4:11607:23802:2108	82.4	17	3	0	1	17	1	17	2.14e-04	28.5
NS500207:12:H04WYAFXX:2:11101:9877:16172	NS500207:12:H04WYAFXX:2:11101:9877:16172	100	18	0	0	1	18	1	18	2.16e-06	33.5
NS500207:12:H04WYAFXX:4:11403:8637:2116	NS500207:12:H04WYAFXX:4:11403:8637:2116	100	17	0	0	1	17	1	17	1.92e-04	28.5
